Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
S03099,18,79,76,70,7.0,1
S03100,23,92,82,96,7.4,1
S03101,19,54,50,43,3.4,1
S03102,21,75,46,59,3.8,1
S03103,23,29,33,42,2.1,0
S03104,22,91,92,84,6.9,1
S03105,22,37,17,30,1.4,0
S03106,21,85,95,76,6.4,1
S03107,22,90,90,94,8.8,1
S03108,20,100,86,96,9.0,1
S03109,17,69,74,66,5.0,1
S03110,18,58,84,70,5.1,1
S03111,17,38,54,68,1.7,1
S03112,23,78,87,100,7.0,1
S03113,18,98,100,81,8.4,1
S03114,24,36,31,25,3.2,0
S03115,18,63,58,71,4.8,1
S03116,17,98,81,92,8.5,1
S03117,21,97,100,100,8.9,1
S03118,18,67,47,56,3.2,1
S03119,24,82,83,73,6.0,1
S03120,24,47,55,62,2.7,1
S03121,24,43,32,59,1.9,1
S03122,17,100,90,78,9.2,1
S03123,18,97,100,79,8.4,1
S03124,19,65,77,83,7.8,1
S03125,21,33,40,41,1.4,0
S03126,20,76,83,87,8.6,1
S03127,18,80,61,70,4.9,1
S03128,24,57,58,71,4.1,1
S03129,19,70,63,92,5.9,1
S03130,20,50,30,50,1.8,1
S03131,20,92,90,74,7.8,1
S03132,23,61,64,72,6.2,1
S03133,18,46,39,48,2.7,1
S03134,17,43,37,55,2.7,1
S03135,18,26,47,54,2.7,1
S03136,19,29,51,65,1.5,1
S03137,20,73,93,69,6.3,1
S03138,18,92,84,95,8.6,1
S03139,17,17,63,67,1.2,1
S03140,23,50,26,33,1.4,0
S03141,18,73,88,75,6.2,1
S03142,21,93,82,77,8.4,1
S03143,23,61,47,58,3.9,1
S03144,17,48,50,49,4.1,1
S03145,19,82,75,87,6.4,1
S03146,20,49,61,56,3.5,1
S03147,18,24,45,27,1.2,0
S03148,17,93,74,93,7.6,1
S03149,23,96,66,78,6.6,1
S03150,21,83,64,85,6.2,1
S03151,17,98,84,70,7.7,1
S03152,22,76,79,84,7.1,1
S03153,24,29,38,60,2.9,1
S03154,21,76,63,54,4.2,1
S03155,23,66,71,30,2.1,1
S03156,19,61,38,45,2.2,1
S03157,20,78,76,94,7.1,1
S03158,23,81,100,100,8.7,1
S03159,24,90,94,93,9.7,1
S03160,19,58,86,62,6.7,1
S03161,18,45,40,44,2.7,1
S03162,17,60,65,38,2.0,1
S03163,22,90,94,93,8.3,1
S03164,21,78,67,72,6.2,1
S03165,21,94,70,67,6.6,1
S03166,17,84,82,99,8.0,1
S03167,22,100,99,83,7.3,1
S03168,17,100,77,95,8.5,1
S03169,18,35,31,20,1.5,0
S03170,24,80,79,55,7.7,1
S03171,19,100,93,74,8.7,1
S03172,23,50,52,49,3.6,1
S03173,21,66,61,85,6.8,1
S03174,18,71,52,28,3.8,1
S03175,19,100,99,100,9.6,1
S03176,18,37,30,41,1.3,0
S03177,22,59,83,90,6.2,1
S03178,21,30,58,37,2.5,1
S03179,23,85,83,88,7.4,1
S03180,17,40,50,49,2.6,1
S03181,17,46,25,62,3.1,1
S03182,19,80,63,65,5.4,1
S03183,23,100,100,100,9.2,1
S03184,24,65,45,64,2.9,1
S03185,20,32,36,38,2.3,0
S03186,22,83,100,88,7.8,1
S03187,19,78,91,46,5.5,1
S03188,20,100,100,100,9.2,1
S03189,18,62,59,70,2.3,1
S03190,22,84,52,63,6.8,1
S03191,18,72,42,51,3.1,1
S03192,24,51,40,57,2.4,1
S03193,23,95,79,81,7.2,1
S03194,21,72,69,76,6.3,1
S03195,22,88,56,80,7.8,1
S03196,20,66,61,51,3.8,1
S03197,24,84,72,64,5.0,1
S03198,21,71,82,63,4.6,1
S03199,17,100,93,85,9.9,1
S03200,20,70,45,54,3.6,1
S03201,19,28,24,75,3.7,1
S03202,17,42,56,54,4.2,1
S03203,24,82,85,58,6.1,1
S03204,17,52,45,51,3.3,1
S03205,19,100,100,86,9.2,1
S03206,22,53,50,38,3.4,1
S03207,17,100,98,95,9.1,1
S03208,23,30,26,35,1.9,0
S03209,20,87,83,71,6.9,1
S03210,21,100,73,96,9.2,1
S03211,17,60,55,29,2.5,1
S03212,20,100,100,77,9.7,1
S03213,18,69,83,74,5.1,1
S03214,20,100,87,73,9.5,1
S03215,21,64,83,68,7.1,1
S03216,20,48,63,34,3.7,1
S03217,19,44,54,43,2.7,1
S03218,24,67,45,61,3.7,1
S03219,21,32,13,44,1.8,0
S03220,24,53,49,75,2.3,1
S03221,22,40,40,56,1.9,1
S03222,24,61,57,52,4.8,1
S03223,18,94,99,73,8.2,1
S03224,19,39,45,79,2.3,1
S03225,22,37,29,58,2.2,1
S03226,20,59,56,85,6.8,1
S03227,21,44,35,50,2.8,1
S03228,18,34,71,47,1.9,1
S03229,19,39,55,30,2.5,1
S03230,22,100,100,97,9.3,1
S03231,22,100,89,90,8.4,1
S03232,18,61,57,49,4.2,1
S03233,23,92,94,72,6.9,1
S03234,20,78,66,89,5.8,1
S03235,18,78,88,78,7.1,1
S03236,22,76,77,100,7.1,1
S03237,17,82,100,56,6.7,1
S03238,19,59,62,48,3.4,1
S03239,18,53,53,21,1.4,1
S03240,23,80,59,51,5.1,1
S03241,22,91,100,83,9.0,1
S03242,20,73,70,76,6.1,1
S03243,24,100,93,93,8.5,1
S03244,22,100,100,91,9.9,1
S03245,20,56,34,21,2.5,0
S03246,18,82,84,98,7.2,1
S03247,20,67,87,76,7.1,1
S03248,21,91,100,85,9.8,1
S03249,21,100,97,100,9.9,1
S03250,21,87,100,83,7.2,1
S03251,23,37,36,49,3.2,1
S03252,23,91,100,89,8.2,1
S03253,17,49,58,30,2.0,1
S03254,23,75,100,95,8.0,1
S03255,24,100,78,82,9.2,1
S03256,18,56,51,54,4.4,1
S03257,22,94,96,85,6.7,1
S03258,22,58,42,79,4.9,1
S03259,17,52,45,83,4.9,1
S03260,23,50,51,69,3.8,1
S03261,24,87,90,81,7.9,1
S03262,20,96,100,77,9.4,1
S03263,17,98,97,100,9.5,1
S03264,24,50,40,65,2.6,1
S03265,20,94,98,84,8.9,1
S03266,24,85,91,94,7.6,1
S03267,20,31,58,49,3.3,1
S03268,19,43,38,59,1.6,1
S03269,24,51,30,48,3.4,1
S03270,22,100,86,100,9.2,1
S03271,21,67,95,86,6.7,1
S03272,23,63,86,100,7.5,1
S03273,20,59,49,48,3.3,1
S03274,19,89,98,87,7.5,1
S03275,24,23,24,27,1.3,0
S03276,22,42,58,71,4.4,1
S03277,21,96,79,87,6.6,1
S03278,20,60,40,75,2.3,1
S03279,24,62,92,95,8.4,1
S03280,24,44,49,60,3.1,1
S03281,20,100,63,73,6.9,1
S03282,17,56,65,69,4.6,1
S03283,17,70,60,70,6.4,1
S03284,22,38,45,45,2.0,1
S03285,21,21,53,40,1.2,0
S03286,20,78,94,90,9.2,1
S03287,22,65,39,55,3.4,1
S03288,22,70,89,84,8.4,1
S03289,18,100,93,95,10.0,1
S03290,24,59,57,63,2.9,1
S03291,23,35,52,56,3.4,1
S03292,24,70,100,83,7.0,1
S03293,17,100,100,80,9.7,1
S03294,21,100,95,99,9.2,1
S03295,24,62,78,75,5.5,1
S03296,20,100,85,83,8.2,1
S03297,22,57,45,70,2.2,1
S03298,20,100,97,71,9.8,1
S03299,18,92,100,100,9.7,1
S03300,21,40,64,56,2.5,1
S03301,22,58,65,62,3.7,1
S03302,20,38,53,45,1.9,1
S03303,17,63,65,60,3.4,1
S03304,23,73,97,99,8.3,1
S03305,18,42,47,52,4.4,1
S03306,21,42,62,46,1.8,1
S03307,18,52,80,57,4.1,1
S03308,17,96,99,85,9.8,1
S03309,21,57,74,86,6.7,1
S03310,18,63,71,56,4.7,1
S03311,19,44,53,30,2.5,1
S03312,17,100,100,93,9.9,1
S03313,17,93,76,79,8.4,1
S03314,17,51,58,67,3.5,1
S03315,19,52,47,43,1.6,1
S03316,19,21,48,57,1.5,1
S03317,20,48,48,37,2.1,1
S03318,22,55,71,84,6.2,1
S03319,23,90,100,100,9.4,1
S03320,18,54,70,73,5.5,1
S03321,20,100,87,100,8.6,1
S03322,18,64,63,73,5.0,1
S03323,23,84,63,65,7.4,1
S03324,22,73,83,90,7.6,1
S03325,19,42,56,52,2.6,1
S03326,22,50,64,57,4.3,1
S03327,19,83,96,66,6.7,1
S03328,23,26,37,50,1.6,0
S03329,22,75,66,48,4.3,1
S03330,20,51,81,96,5.8,1
S03331,21,95,100,100,10.0,1
S03332,20,88,69,52,5.3,1
S03333,18,86,78,82,8.3,1
S03334,20,48,75,61,4.9,1
S03335,23,93,100,100,8.2,1
S03336,17,70,72,64,6.4,1
S03337,18,87,100,92,9.0,1
S03338,22,49,78,56,4.7,1
S03339,18,100,88,81,6.4,1
S03340,21,76,80,71,6.7,1
S03341,19,40,56,50,4.8,1
S03342,22,61,44,44,2.3,1
S03343,24,47,47,39,1.8,1
S03344,18,25,48,31,1.2,0
S03345,22,85,99,86,8.9,1
S03346,22,58,47,66,3.1,1
S03347,22,45,56,46,2.9,1
S03348,19,63,95,70,7.6,1
S03349,24,78,62,52,3.9,1
S03350,23,65,60,70,5.6,1
S03351,20,63,45,31,2.5,1
S03352,22,100,100,100,9.6,1
S03353,17,83,77,100,8.7,1
S03354,23,100,69,100,8.8,1
S03355,21,55,81,68,4.7,1
S03356,19,66,93,60,7.9,1
S03357,18,38,53,65,2.3,1
S03358,19,39,23,27,1.1,0
S03359,18,29,46,29,1.2,0
S03360,19,72,79,76,6.3,1
S03361,18,80,47,82,5.1,1
S03362,22,72,88,83,5.7,1
S03363,20,24,38,49,1.1,0
S03364,18,72,59,60,4.8,1
S03365,24,87,80,79,7.5,1
S03366,18,35,41,69,5.0,1
S03367,17,91,92,82,7.6,1
S03368,18,55,54,62,3.1,1
S03369,17,92,88,98,8.3,1
S03370,21,86,91,81,6.3,1
S03371,22,40,33,20,2.9,0
S03372,17,54,44,53,3.1,1
S03373,20,60,68,76,6.7,1
S03374,23,98,88,92,8.5,1
S03375,22,86,64,54,4.7,1
S03376,17,39,58,37,3.3,1
S03377,22,86,90,97,8.8,1
S03378,24,72,70,75,7.0,1
S03379,22,67,86,72,5.0,1
S03380,22,55,97,60,5.4,1
S03381,21,52,51,67,2.8,1
S03382,20,88,68,88,6.6,1
S03383,19,65,77,63,4.2,1
S03384,19,84,86,97,10.0,1
S03385,17,79,64,77,5.3,1
S03386,22,79,60,73,5.4,1
S03387,17,84,60,76,6.1,1
S03388,21,100,94,100,9.3,1
S03389,21,93,79,100,8.2,1
S03390,18,78,66,51,5.1,1
S03391,24,100,85,70,7.5,1
S03392,21,64,68,65,6.3,1
S03393,18,81,64,50,5.4,1
S03394,20,46,45,48,2.7,1
S03395,17,65,77,74,5.2,1
S03396,23,32,50,52,3.2,1
S03397,20,95,100,88,9.2,1
S03398,21,45,65,72,4.0,1
S03399,20,96,100,99,9.6,1
S03400,20,58,88,75,5.8,1
S03401,24,73,65,91,6.7,1
S03402,24,67,67,70,5.9,1
S03403,24,44,66,70,2.2,1
S03404,20,41,58,55,4.4,1
S03405,21,23,8,67,1.9,0
S03406,23,82,75,65,6.6,1
S03407,22,55,67,71,5.0,1
S03408,20,100,57,78,8.0,1
S03409,18,52,67,64,3.0,1
S03410,21,52,38,42,2.5,1
S03411,20,80,67,66,4.7,1
S03412,23,96,95,87,9.3,1
S03413,22,77,68,93,7.4,1
S03414,24,74,51,56,4.8,1
S03415,21,77,60,90,5.7,1
S03416,19,37,55,31,1.8,1
S03417,22,100,100,83,9.9,1
S03418,18,78,74,90,7.0,1
S03419,20,54,44,48,3.6,1
S03420,23,76,90,74,6.3,1
S03421,19,30,61,40,2.0,1
S03422,23,100,100,82,9.7,1
S03423,19,63,53,47,2.6,1
S03424,21,85,82,93,6.8,1
S03425,19,51,37,64,3.2,1
S03426,18,83,81,85,7.5,1
S03427,18,93,80,99,8.0,1
S03428,17,91,59,67,7.1,1
S03429,18,84,89,72,6.5,1
S03430,22,93,87,98,9.0,1
S03431,19,42,55,40,1.7,1
S03432,18,63,69,55,4.0,1
S03433,21,39,59,38,3.2,1
S03434,23,100,100,74,9.9,1
S03435,24,35,54,71,4.5,1
S03436,23,92,100,86,7.6,1
S03437,17,91,83,91,7.2,1
S03438,23,57,53,45,2.9,1
S03439,19,46,44,44,3.2,1
S03440,17,57,43,55,3.5,1
S03441,19,80,69,73,4.7,1
S03442,21,67,54,49,3.1,1
S03443,17,34,28,48,1.2,0
S03444,20,98,77,80,8.9,1
S03445,22,100,86,96,9.7,1
S03446,22,40,73,58,4.1,1
S03447,19,53,51,73,4.0,1
S03448,23,50,32,40,1.1,1
S03449,24,94,99,100,7.1,1
S03450,24,97,78,73,8.4,1
S03451,20,25,37,48,2.3,0
S03452,17,44,37,49,2.4,1
S03453,20,83,100,94,8.1,1
S03454,20,81,100,66,6.5,1
S03455,23,26,48,60,1.4,1
S03456,24,65,87,76,6.6,1
S03457,17,31,50,44,3.8,1
S03458,21,74,84,60,4.3,1
S03459,23,83,90,82,7.9,1
S03460,20,93,100,100,8.3,1
S03461,20,62,61,75,4.6,1
S03462,21,88,96,97,9.5,1
S03463,20,47,83,62,4.7,1
S03464,20,76,94,97,7.9,1
S03465,20,60,86,80,5.4,1
S03466,22,100,99,59,9.1,1
S03467,23,89,87,100,9.2,1
S03468,18,60,34,43,1.8,1
S03469,23,100,100,80,9.4,1
S03470,21,100,83,99,8.4,1
S03471,20,88,75,100,8.1,1
S03472,23,66,63,56,2.8,1
S03473,22,88,83,100,8.2,1
S03474,24,94,95,100,8.7,1
S03475,21,56,59,45,3.6,1
S03476,19,100,93,75,9.6,1
S03477,23,44,56,48,1.4,1
S03478,19,38,32,43,2.3,0
S03479,20,65,75,54,5.8,1
S03480,22,82,77,72,6.2,1
S03481,22,88,78,86,6.8,1
S03482,23,30,21,37,1.2,0
S03483,21,83,100,88,9.6,1
S03484,21,34,47,37,1.4,0
S03485,22,51,37,46,2.3,1
S03486,21,55,45,15,1.1,0
S03487,22,59,78,71,6.1,1
S03488,23,95,83,80,9.4,1
S03489,18,76,70,87,7.0,1
S03490,22,100,100,70,8.4,1
S03491,19,33,40,50,1.1,1
S03492,21,61,65,66,5.9,1
S03493,22,73,56,59,5.1,1
S03494,22,64,63,72,5.5,1
S03495,23,23,35,31,1.6,0
S03496,21,72,72,84,7.2,1
S03497,18,90,48,60,5.5,1
S03498,23,93,100,79,7.9,1
S03499,18,69,80,73,5.4,1
S03500,24,40,30,32,2.3,0
S03501,23,83,81,62,6.8,1
S03502,21,49,37,51,2.6,1
S03503,17,100,92,92,8.9,1
S03504,21,78,73,78,6.5,1
S03505,21,55,41,51,2.4,1
S03506,18,100,100,99,9.7,1
S03507,18,59,65,77,5.7,1
S03508,21,31,31,43,1.7,0
S03509,21,54,68,52,6.6,1
S03510,21,76,65,32,3.3,1
S03511,18,100,70,100,8.2,1
S03512,21,82,82,89,8.4,1
S03513,21,100,100,100,9.8,1
S03514,24,61,72,64,5.5,1
S03515,20,84,69,65,5.1,1
S03516,17,70,100,79,7.8,1
S03517,19,44,47,75,2.2,1
S03518,17,71,64,74,5.9,1
S03519,20,82,69,65,5.9,1
S03520,19,38,28,23,1.8,0
S03521,23,42,79,87,4.8,1
S03522,21,92,100,89,8.7,1
S03523,20,83,100,100,8.7,1
S03524,24,41,57,54,1.9,1
S03525,23,57,37,37,1.8,1
S03526,21,31,42,62,3.4,1
S03527,18,87,94,85,8.9,1
S03528,22,36,34,34,2.2,0
S03529,20,80,86,96,7.5,1
S03530,18,49,56,41,1.9,1
S03531,20,76,75,82,6.6,1
S03532,24,64,61,64,4.2,1
S03533,20,82,88,94,8.1,1
S03534,18,53,61,33,3.1,1
S03535,24,89,71,71,6.8,1
S03536,19,41,25,48,3.1,0
S03537,17,94,89,72,7.4,1
S03538,21,97,100,97,8.9,1
S03539,20,54,49,59,2.1,1
S03540,21,93,86,100,8.8,1
S03541,22,80,62,70,6.3,1
S03542,18,41,50,48,2.1,1
S03543,21,62,66,69,4.8,1
S03544,18,47,44,54,2.4,1
S03545,21,90,100,71,7.3,1
S03546,17,72,75,100,7.8,1
S03547,17,58,64,55,2.0,1
S03548,24,47,70,81,5.6,1
S03549,17,83,68,100,8.3,1
S03550,24,99,96,100,9.4,1
S03551,17,75,82,57,5.6,1
S03552,17,100,96,96,9.6,1
S03553,17,49,54,51,5.8,1
S03554,18,55,60,66,4.5,1
S03555,20,68,82,88,8.6,1
S03556,24,69,74,67,5.4,1
S03557,21,70,76,81,5.2,1
S03558,17,87,56,62,5.4,1
S03559,18,95,84,87,8.6,1
S03560,18,100,100,90,8.5,1
S03561,18,69,52,40,4.6,1
S03562,24,52,45,55,4.0,1
S03563,20,51,54,38,5.4,1
S03564,24,78,79,66,6.2,1
S03565,21,32,55,62,3.1,1
S03566,20,100,81,92,8.1,1
S03567,19,66,69,61,5.4,1
S03568,23,71,76,58,4.0,1
S03569,18,35,31,31,2.0,0
S03570,24,53,28,52,3.1,1
S03571,19,100,100,100,9.5,1
S03572,22,54,54,78,3.7,1
S03573,24,40,38,48,2.5,1
S03574,17,71,74,68,5.1,1
S03575,23,44,67,45,3.8,1
S03576,17,21,11,29,1.3,0
S03577,20,71,49,62,3.9,1
S03578,23,81,100,65,5.9,1
S03579,24,74,80,83,6.0,1
S03580,21,79,68,78,4.2,1
S03581,19,62,80,69,5.0,1
S03582,21,100,100,99,9.7,1
S03583,24,62,71,41,4.4,1
S03584,20,39,61,62,3.3,1
S03585,17,73,58,39,3.2,1
S03586,23,78,62,61,5.1,1
S03587,21,86,89,96,7.8,1
S03588,24,57,43,63,2.9,1
S03589,21,79,84,76,7.4,1
S03590,24,45,23,33,1.2,0
S03591,17,35,55,55,4.8,1
S03592,23,77,85,72,8.0,1
S03593,19,69,47,50,4.0,1
S03594,17,71,68,53,6.1,1
S03595,21,50,47,58,2.8,1
S03596,19,70,91,89,7.7,1
S03597,24,59,51,47,1.5,1
S03598,19,100,88,79,8.7,1
S03599,24,45,65,35,2.8,1
S03600,17,91,100,93,8.9,1
S03601,21,71,66,60,4.2,1
S03602,20,100,86,81,7.5,1
S03603,21,68,61,54,3.9,1
S03604,24,100,100,100,9.2,1
S03605,18,31,58,50,2.1,1
S03606,23,36,64,72,2.6,1
S03607,22,54,69,83,5.4,1
S03608,20,44,47,62,1.7,1
S03609,19,50,65,37,2.8,1
S03610,20,99,92,100,9.5,1
S03611,23,100,98,93,9.8,1
S03612,19,75,61,41,4.4,1
S03613,23,81,100,100,9.3,1
S03614,19,65,83,68,5.9,1
S03615,20,62,51,41,3.4,1
S03616,19,78,65,76,7.3,1
S03617,19,71,83,69,6.9,1
S03618,18,100,91,91,9.9,1
S03619,21,37,36,51,3.4,1
S03620,21,77,65,100,7.0,1
S03621,22,41,43,33,1.5,0
S03622,22,34,59,64,2.0,1
S03623,24,42,36,47,1.0,1
S03624,24,98,100,100,10.0,1
S03625,24,100,100,96,8.2,1
S03626,18,88,70,87,8.1,1
S03627,22,78,76,85,5.6,1
S03628,23,64,56,63,3.7,1
S03629,24,37,53,27,2.4,0
S03630,24,29,49,59,3.6,1
S03631,20,65,51,70,4.4,1
S03632,17,88,88,81,7.8,1
S03633,23,79,92,73,5.9,1
S03634,24,36,51,35,1.7,1
S03635,24,29,31,22,1.2,0
S03636,24,64,26,25,1.9,0
S03637,17,45,43,44,4.7,1
S03638,17,100,100,100,9.4,1
S03639,18,72,67,47,6.7,1
S03640,23,87,86,79,8.2,1
S03641,18,63,83,57,5.2,1
S03642,19,50,41,57,4.3,1
S03643,17,48,61,22,2.0,1
S03644,20,100,92,97,8.9,1
S03645,22,95,74,71,8.0,1
S03646,20,46,44,61,2.5,1
S03647,22,58,61,62,5.6,1
S03648,17,74,74,67,5.4,1
S03649,17,100,70,76,6.6,1
S03650,17,96,76,99,9.5,1
S03651,18,70,72,74,6.2,1
S03652,23,65,56,66,5.9,1
S03653,22,31,42,45,1.5,0
S03654,23,5,26,47,1.6,0
S03655,18,51,42,40,2.7,1
S03656,18,25,40,44,1.3,0
S03657,21,67,83,98,7.7,1
S03658,20,94,87,91,7.5,1
S03659,20,30,53,57,2.2,1
S03660,19,89,78,92,8.5,1
S03661,24,62,45,36,2.4,1
S03662,18,38,16,46,3.7,0
S03663,22,32,55,56,3.2,1
S03664,21,63,57,72,4.4,1
S03665,21,65,41,87,3.3,1
S03666,24,49,72,80,5.4,1
S03667,23,67,77,49,4.7,1
S03668,24,100,97,90,9.9,1
S03669,24,12,28,68,1.5,0
S03670,24,53,47,44,2.3,1
S03671,20,48,23,41,1.5,0
S03672,18,74,70,65,6.6,1
S03673,19,52,54,59,1.5,1
S03674,18,100,92,96,8.5,1
S03675,23,71,47,60,5.6,1
S03676,17,65,49,58,5.7,1
S03677,24,62,76,76,6.1,1
S03678,18,45,57,48,2.5,1
S03679,23,54,30,60,2.8,1
S03680,17,52,63,64,3.9,1
S03681,17,49,91,71,6.3,1
S03682,24,63,72,44,2.9,1
S03683,19,43,47,42,2.0,1
S03684,22,98,100,91,9.7,1
S03685,20,45,11,37,1.2,0
S03686,18,100,100,88,8.2,1
S03687,17,56,82,76,8.1,1
S03688,18,60,45,63,3.7,1
S03689,22,25,41,41,2.2,0
S03690,20,49,63,36,2.3,1
S03691,22,85,100,77,7.3,1
S03692,20,87,81,81,6.8,1
S03693,21,83,100,87,8.0,1
S03694,20,78,99,100,9.4,1
S03695,24,77,70,91,7.2,1
S03696,19,49,64,62,2.4,1
S03697,22,63,45,56,3.2,1
S03698,17,80,100,77,8.6,1
S03699,24,61,65,47,2.9,1
S03700,21,31,48,30,1.7,0
S03701,19,88,100,100,7.3,1
S03702,18,56,89,86,4.6,1
S03703,24,100,96,100,9.3,1
S03704,22,91,70,89,6.9,1
S03705,23,25,19,46,1.8,0
S03706,23,93,100,100,9.5,1
S03707,17,54,47,34,3.3,1
S03708,20,86,72,57,4.0,1
S03709,17,51,54,52,4.6,1
S03710,23,61,58,44,1.5,1
S03711,18,93,61,68,5.5,1
S03712,21,41,29,68,2.1,1
S03713,21,58,60,73,4.6,1
S03714,22,50,53,63,4.2,1
S03715,21,88,95,83,8.0,1
S03716,22,74,89,100,8.2,1
S03717,24,43,54,46,2.4,1
S03718,22,77,57,64,4.3,1
S03719,24,53,53,61,4.4,1
S03720,22,41,39,42,2.4,1
S03721,23,70,100,88,8.2,1
S03722,23,89,86,58,7.4,1
S03723,20,50,24,30,2.7,0
S03724,24,60,54,64,4.3,1
S03725,19,38,44,63,2.0,1
S03726,24,75,100,81,6.7,1
S03727,22,48,56,36,2.1,1
S03728,22,100,91,82,9.9,1
S03729,19,93,100,95,8.0,1
S03730,17,64,61,55,4.5,1
S03731,22,88,89,81,6.2,1
S03732,20,100,83,99,9.2,1
S03733,21,75,44,78,6.0,1
S03734,21,64,31,49,2.6,1
S03735,18,65,22,65,4.4,1
S03736,18,100,100,89,8.6,1
S03737,21,87,82,70,6.8,1
S03738,21,58,69,67,6.9,1
S03739,23,100,99,63,8.8,1
S03740,20,99,98,91,9.0,1
S03741,19,99,100,100,9.3,1
S03742,18,44,57,52,1.9,1
S03743,23,68,69,74,5.9,1
S03744,23,89,75,75,7.7,1
S03745,19,80,96,97,7.8,1
S03746,23,92,86,74,6.5,1
S03747,24,44,48,66,2.5,1
S03748,20,86,100,76,8.2,1
S03749,21,74,79,74,7.5,1
S03750,22,43,31,32,1.8,0
S03751,19,69,72,49,5.2,1
S03752,21,50,39,37,2.6,1
S03753,21,45,64,59,4.0,1
S03754,17,15,27,30,1.2,0
S03755,24,69,58,16,4.6,1
S03756,19,90,95,84,5.9,1
S03757,23,65,73,56,6.6,1
S03758,22,100,71,86,7.0,1
S03759,19,96,100,90,8.5,1
S03760,23,48,37,76,2.9,1
S03761,21,37,35,57,2.1,1
S03762,22,78,100,85,8.7,1
S03763,23,56,57,38,2.4,1
S03764,20,94,100,100,9.8,1
S03765,23,84,84,72,8.6,1
S03766,17,81,76,71,5.5,1
S03767,24,81,96,97,9.8,1
S03768,21,22,35,39,1.9,0
S03769,23,54,70,60,3.7,1
S03770,24,82,72,79,6.7,1
S03771,18,64,63,65,4.2,1
S03772,18,97,100,97,9.4,1
S03773,24,68,27,46,1.6,1
S03774,24,69,84,72,5.9,1
S03775,17,73,82,66,6.3,1
S03776,20,71,56,78,6.9,1
S03777,21,53,56,45,3.3,1
S03778,19,67,51,51,4.3,1
S03779,17,100,100,86,8.6,1
S03780,20,30,32,48,2.8,0
S03781,24,89,87,89,8.4,1
S03782,19,79,78,84,6.1,1
S03783,24,95,88,79,7.9,1
S03784,24,84,93,84,7.4,1
S03785,18,55,32,52,2.9,1
S03786,18,64,94,65,6.1,1
S03787,19,100,100,92,8.8,1
S03788,17,76,81,76,4.9,1
S03789,18,86,100,100,9.7,1
S03790,21,53,66,68,5.1,1
S03791,24,31,30,38,2.3,0
S03792,22,69,55,85,4.5,1
S03793,23,86,100,89,9.6,1
S03794,19,52,74,37,3.9,1
S03795,19,100,87,100,8.8,1
S03796,18,95,61,91,8.9,1
S03797,17,62,57,56,4.2,1
S03798,24,26,37,35,1.7,0
S03799,21,92,81,100,7.5,1
S03800,17,48,63,61,3.8,1
S03801,20,85,99,93,8.0,1
S03802,20,68,77,67,5.0,1
S03803,22,69,74,71,5.4,1
S03804,18,89,66,100,8.0,1
S03805,18,51,57,58,4.4,1
S03806,18,61,93,48,5.0,1
S03807,22,60,65,71,4.4,1
S03808,20,43,65,66,4.3,1
S03809,17,65,75,71,5.7,1
S03810,22,96,95,94,8.3,1
S03811,22,44,32,56,4.3,1
S03812,17,84,68,70,5.7,1
S03813,18,96,80,77,7.0,1
S03814,21,37,69,47,3.4,1
S03815,17,69,55,69,3.5,1
S03816,20,98,79,79,9.4,1
S03817,19,90,89,100,7.5,1
S03818,24,69,65,84,6.2,1
S03819,19,90,64,56,6.8,1
S03820,23,40,28,36,1.3,0
S03821,23,68,84,74,6.6,1
S03822,22,56,85,74,5.6,1
S03823,24,55,78,59,5.9,1
S03824,19,61,67,60,4.2,1
S03825,21,45,46,40,1.7,1
S03826,18,54,49,40,2.7,1
S03827,20,100,100,87,9.6,1
S03828,23,49,34,74,4.7,1
S03829,21,58,68,46,5.2,1
S03830,20,51,27,46,1.5,1
S03831,20,30,52,49,1.3,1
S03832,18,87,82,80,7.5,1
S03833,24,58,72,71,5.8,1
S03834,22,74,52,83,5.6,1
S03835,19,45,64,44,3.2,1
S03836,18,99,93,77,7.7,1
S03837,21,54,53,42,2.5,1
S03838,22,41,38,63,2.7,1
S03839,21,64,57,81,5.1,1
S03840,22,47,58,38,3.6,1
S03841,24,34,44,64,3.2,1
S03842,23,69,84,87,6.8,1
S03843,21,83,54,97,6.9,1
S03844,18,96,85,93,8.4,1
S03845,22,65,86,63,4.8,1
S03846,22,35,46,56,1.7,1
S03847,20,64,56,63,3.5,1
S03848,20,100,100,100,9.8,1
S03849,17,85,48,86,6.4,1
S03850,21,63,74,84,7.4,1
S03851,20,0,31,24,1.1,0
S03852,17,74,81,63,5.7,1
S03853,23,18,48,22,1.3,0
S03854,23,71,63,70,6.1,1
S03855,20,96,100,100,9.3,1
S03856,21,100,96,98,9.7,1
S03857,22,77,87,84,5.9,1
S03858,19,68,54,70,5.1,1
S03859,24,100,98,92,9.5,1
S03860,21,86,75,81,7.1,1
S03861,24,32,53,47,1.6,1
S03862,18,79,61,68,5.2,1
S03863,23,37,51,54,3.2,1
S03864,20,70,73,57,5.2,1
S03865,20,47,73,61,5.1,1
S03866,24,77,85,100,6.2,1
S03867,22,61,62,74,4.2,1
S03868,24,65,42,30,2.5,1
S03869,18,50,65,40,5.5,1
S03870,22,86,92,90,8.5,1
S03871,18,91,83,90,7.0,1
S03872,19,61,56,52,4.0,1
S03873,23,100,99,100,9.4,1
